year,sport,event,sex,original_change_type,refined_change_type,event_family,standard_event_family,true_new_medal_opportunity_flag,restored_event_flag,rename_or_split_likely_flag,opportunity_delta_vs_prev_games,confidence_level,note
1904,Boxing,Boxing Men's Welterweight,men,added,true_added,Welterweight,welterweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Cricket,Cricket Men's Cricket,men,removed,removed,Cricket,cricket,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Croquet,Croquet Mixed Doubles,mixed,removed,removed,Doubles,doubles,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Croquet,"Croquet Mixed Singles, One Ball",mixed,removed,removed,"Singles, One Ball",singles one ball,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Croquet,"Croquet Mixed Singles, Two Balls",mixed,removed,removed,"Singles, Two Balls",singles two balls,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's 1 mile,men,added,likely_renamed_or_reclassified,1 mile,mile,0,0,1,7.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's 1/2 mile,men,added,likely_renamed_or_reclassified,1/2 mile,mile,0,0,1,7.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's 1/3 mile,men,added,likely_renamed_or_reclassified,1/3 mile,mile,0,0,1,7.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's 1/4 mile,men,added,likely_renamed_or_reclassified,1/4 mile,mile,0,0,1,7.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's 2 mile,men,added,likely_renamed_or_reclassified,2 mile,mile,0,0,1,7.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's 25 kilometres,men,removed,removed,25 kilometres,,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's 25 mile,men,added,likely_renamed_or_reclassified,25 mile,mile,0,0,1,7.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's 5 mile,men,added,likely_renamed_or_reclassified,5 mile,mile,0,0,1,7.0,low,Multiple same-family additions during an add/remove transition suggest a split or reclassification. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's Points Race,men,removed,removed,Points Race,points race,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1904,Cycling,Cycling Men's Sprint,men,removed,removed,Sprint,sprint,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1904,Diving,Diving Men's Springboard,men,added,true_added,Springboard,springboard,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Equestrianism,Equestrianism Mixed Four-In-Hand Competition,mixed,removed,removed,Four-In-Hand Competition,four in hand competition,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,mixed,removed,removed,Hacks And Hunter Combined,hacks hunter combined,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Equestrianism,Equestrianism Mixed High Jump,mixed,removed,removed,High Jump,high jump,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Equestrianism,"Equestrianism Mixed Jumping, Individual",mixed,removed,removed,"Jumping, Individual",jumping individual,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Equestrianism,Equestrianism Mixed Long Jump,mixed,removed,removed,Long Jump,long jump,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
1904,Fencing,"Fencing Men's Foil, Masters, Individual",men,removed,removed,"Foil, Masters, Individual",foil masters individual,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1904,Fencing,"Fencing Men's Foil, Team",men,added,true_added,"Foil, Team",foil team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Fencing,"Fencing Men's Sabre, Masters, Individual",men,removed,removed,"Sabre, Masters, Individual",sabre masters individual,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1904,Fencing,"Fencing Men's Single Sticks, Individual",men,added,true_added,"Single Sticks, Individual",single sticks individual,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",men,removed,removed,"epee, Masters and Amateurs, Individual",epee masters amateurs individual,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1904,Fencing,"Fencing Men's epee, Masters, Individual",men,removed,removed,"epee, Masters, Individual",epee masters individual,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1904,Golf,Golf Men's Team,men,added,true_added,Team,team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Golf,Golf Women's Individual,women,removed,removed,Individual,individual,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
1904,Gymnastics,Gymnastics Men's Club Swinging,men,added,true_added,Club Swinging,club swinging,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Gymnastics,Gymnastics Men's Horizontal Bar,men,restored,restored,Horizontal Bar,horizontal bar,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1904,Gymnastics,Gymnastics Men's Horse Vault,men,restored,restored,Horse Vault,horse vault,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
1904,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",men,added,true_added,"Individual All-Around, 4 Events",individual all around events,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",men,added,true_added,"Individual All-Around, Apparatus Work",individual all around apparatus work,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",men,added,true_added,"Individual All-Around, Field Sports",individual all around field sports,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
1904,Gymnastics,Gymnastics Men's Parallel Bars,men,restored,restored,Parallel Bars,parallel bars,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
