year,sport,event,sex,change_type,event_family,note
1906,Fencing,"Fencing Men's Sabre, Team",men,added,"Sabre, Team",Detected from adjacent Summer Games event-set comparison.
1906,Fencing,"Fencing Men's epee, Masters, Individual",men,restored,"epee, Masters, Individual",Detected from adjacent Summer Games event-set comparison.
1906,Fencing,"Fencing Men's epee, Team",men,added,"epee, Team",Detected from adjacent Summer Games event-set comparison.
1906,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",men,added,"Individual All-Around, 5 Events",Detected from adjacent Summer Games event-set comparison.
1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,men,added,17-Man Naval Rowing Boats,Detected from adjacent Summer Games event-set comparison.
1906,Rowing,Rowing Men's 6-Man Naval Rowing Boats,men,added,6-Man Naval Rowing Boats,Detected from adjacent Summer Games event-set comparison.
1906,Rowing,Rowing Men's Coxed Fours,men,restored,Coxed Fours,Detected from adjacent Summer Games event-set comparison.
1906,Rowing,Rowing Men's Coxed Pairs (1 kilometres),men,added,Coxed Pairs (1 kilometres),Detected from adjacent Summer Games event-set comparison.
1906,Rowing,Rowing Men's Coxed Pairs (1 mile),men,added,Coxed Pairs (1 mile),Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",men,added,"Dueling Pistol Au Commandement, 25 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,men,added,Dueling Pistol Au Vise 20 metres,Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Free Pistol, 25 metres",men,added,"Free Pistol, 25 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Free Pistol, 50 metres",men,restored,"Free Pistol, 50 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres",men,added,"Free Rifle, Any Position, 300 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",men,restored,"Free Rifle, Three Positions, 300 metres, Team",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",men,added,"Military Revolver, 1873-1874 Gras Model, 20 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Military Revolver, 20 metres",men,added,"Military Revolver, 20 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",men,added,"Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",men,added,"Military Rifle, Kneeling Or Standing, 300 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Trap, Double Shot, 14 metres",men,added,"Trap, Double Shot, 14 metres",Detected from adjacent Summer Games event-set comparison.
1906,Shooting,"Shooting Men's Trap, Single Shot, 16 metres",men,added,"Trap, Single Shot, 16 metres",Detected from adjacent Summer Games event-set comparison.
1906,Swimming,Swimming Men's 100 metres Freestyle,men,restored,100 metres Freestyle,Detected from adjacent Summer Games event-set comparison.
1906,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,men,added,4 x 250 metres Freestyle Relay,Detected from adjacent Summer Games event-set comparison.
1906,Swimming,Swimming Men's 400 metres Freestyle,men,added,400 metres Freestyle,Detected from adjacent Summer Games event-set comparison.
1906,Tennis,Tennis Mixed Doubles,mixed,restored,Doubles,Detected from adjacent Summer Games event-set comparison.
1906,Tennis,Tennis Women's Singles,women,restored,Singles,Detected from adjacent Summer Games event-set comparison.
1906,Weightlifting,"Weightlifting Men's Unlimited, One Hand",men,restored,"Unlimited, One Hand",Detected from adjacent Summer Games event-set comparison.
1906,Wrestling,"Wrestling Men's All-Around, Greco-Roman",men,added,"All-Around, Greco-Roman",Detected from adjacent Summer Games event-set comparison.
1906,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",men,added,"Heavyweight, Greco-Roman",Detected from adjacent Summer Games event-set comparison.
1906,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",men,added,"Lightweight, Greco-Roman",Detected from adjacent Summer Games event-set comparison.
1906,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",men,added,"Middleweight, Greco-Roman",Detected from adjacent Summer Games event-set comparison.
1906,Archery,Archery Men's Double American Round,men,removed,Double American Round,Present in 1904 but absent in 1906.
1906,Archery,Archery Men's Double York Round,men,removed,Double York Round,Present in 1904 but absent in 1906.
1906,Archery,Archery Men's Team Round,men,removed,Team Round,Present in 1904 but absent in 1906.
1906,Archery,Archery Women's Double Columbia Round,women,removed,Double Columbia Round,Present in 1904 but absent in 1906.
1906,Archery,Archery Women's Double National Round,women,removed,Double National Round,Present in 1904 but absent in 1906.
1906,Archery,Archery Women's Team Round,women,removed,Team Round,Present in 1904 but absent in 1906.
1906,Athletics,"Athletics Men's 2,590 metres Steeplechase",men,removed,"2,590 metres Steeplechase",Present in 1904 but absent in 1906.
1906,Athletics,Athletics Men's 200 metres Hurdles,men,removed,200 metres Hurdles,Present in 1904 but absent in 1906.
1906,Athletics,Athletics Men's 200 metres,men,removed,200 metres,Present in 1904 but absent in 1906.
1906,Athletics,"Athletics Men's 4 mile, Team",men,removed,"4 mile, Team",Present in 1904 but absent in 1906.
1906,Athletics,Athletics Men's 400 metres Hurdles,men,removed,400 metres Hurdles,Present in 1904 but absent in 1906.
1906,Athletics,Athletics Men's 56-pound Weight Throw,men,removed,56-pound Weight Throw,Present in 1904 but absent in 1906.
1906,Athletics,Athletics Men's 60 metres,men,removed,60 metres,Present in 1904 but absent in 1906.
1906,Athletics,Athletics Men's All-Around Championship,men,removed,All-Around Championship,Present in 1904 but absent in 1906.
1906,Athletics,Athletics Men's Hammer Throw,men,removed,Hammer Throw,Present in 1904 but absent in 1906.
1906,Athletics,Athletics Men's Standing Triple Jump,men,removed,Standing Triple Jump,Present in 1904 but absent in 1906.
1906,Boxing,Boxing Men's Bantamweight,men,removed,Bantamweight,Present in 1904 but absent in 1906.
1906,Boxing,Boxing Men's Featherweight,men,removed,Featherweight,Present in 1904 but absent in 1906.
1906,Boxing,Boxing Men's Flyweight,men,removed,Flyweight,Present in 1904 but absent in 1906.
1906,Boxing,Boxing Men's Heavyweight,men,removed,Heavyweight,Present in 1904 but absent in 1906.
1906,Boxing,Boxing Men's Lightweight,men,removed,Lightweight,Present in 1904 but absent in 1906.
1906,Boxing,Boxing Men's Middleweight,men,removed,Middleweight,Present in 1904 but absent in 1906.
1906,Boxing,Boxing Men's Welterweight,men,removed,Welterweight,Present in 1904 but absent in 1906.
1906,Cycling,Cycling Men's 1 mile,men,removed,1 mile,Present in 1904 but absent in 1906.
1906,Cycling,Cycling Men's 1/2 mile,men,removed,1/2 mile,Present in 1904 but absent in 1906.
1906,Cycling,Cycling Men's 1/3 mile,men,removed,1/3 mile,Present in 1904 but absent in 1906.
1906,Cycling,Cycling Men's 1/4 mile,men,removed,1/4 mile,Present in 1904 but absent in 1906.
1906,Cycling,Cycling Men's 2 mile,men,removed,2 mile,Present in 1904 but absent in 1906.
1906,Cycling,Cycling Men's 25 mile,men,removed,25 mile,Present in 1904 but absent in 1906.
1906,Cycling,Cycling Men's 5 mile,men,removed,5 mile,Present in 1904 but absent in 1906.
1906,Diving,Diving Men's Springboard,men,removed,Springboard,Present in 1904 but absent in 1906.
1906,Fencing,"Fencing Men's Foil, Team",men,removed,"Foil, Team",Present in 1904 but absent in 1906.
1906,Fencing,"Fencing Men's Single Sticks, Individual",men,removed,"Single Sticks, Individual",Present in 1904 but absent in 1906.
1906,Golf,Golf Men's Individual,men,removed,Individual,Present in 1904 but absent in 1906.
1906,Golf,Golf Men's Team,men,removed,Team,Present in 1904 but absent in 1906.
1906,Gymnastics,Gymnastics Men's Club Swinging,men,removed,Club Swinging,Present in 1904 but absent in 1906.
1906,Gymnastics,Gymnastics Men's Horizontal Bar,men,removed,Horizontal Bar,Present in 1904 but absent in 1906.
1906,Gymnastics,Gymnastics Men's Horse Vault,men,removed,Horse Vault,Present in 1904 but absent in 1906.
1906,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",men,removed,"Individual All-Around, 4 Events",Present in 1904 but absent in 1906.
1906,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",men,removed,"Individual All-Around, Apparatus Work",Present in 1904 but absent in 1906.
1906,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",men,removed,"Individual All-Around, Field Sports",Present in 1904 but absent in 1906.
1906,Gymnastics,Gymnastics Men's Parallel Bars,men,removed,Parallel Bars,Present in 1904 but absent in 1906.
1906,Gymnastics,Gymnastics Men's Rings,men,removed,Rings,Present in 1904 but absent in 1906.
1906,Gymnastics,Gymnastics Men's Side Horse,men,removed,Side Horse,Present in 1904 but absent in 1906.
1906,Lacrosse,Lacrosse Men's Lacrosse,men,removed,Lacrosse,Present in 1904 but absent in 1906.
1906,Roque,Roque Men's Singles,men,removed,Singles,Present in 1904 but absent in 1906.
1906,Rowing,Rowing Men's Coxed Eights,men,removed,Coxed Eights,Present in 1904 but absent in 1906.
1906,Rowing,Rowing Men's Coxless Fours,men,removed,Coxless Fours,Present in 1904 but absent in 1906.
1906,Rowing,Rowing Men's Coxless Pairs,men,removed,Coxless Pairs,Present in 1904 but absent in 1906.
1906,Rowing,Rowing Men's Double Sculls,men,removed,Double Sculls,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's 100 Yard Backstroke,men,removed,100 Yard Backstroke,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's 100 yard Freestyle,men,removed,100 yard Freestyle,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's 220 yard Freestyle,men,removed,220 yard Freestyle,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,men,removed,4 x 50 Yard Freestyle Relay,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's 440 Yard Breaststroke,men,removed,440 Yard Breaststroke,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's 440 yard Freestyle,men,removed,440 yard Freestyle,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's 50 yard Freestyle,men,removed,50 yard Freestyle,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's 880 yard Freestyle,men,removed,880 yard Freestyle,Present in 1904 but absent in 1906.
1906,Swimming,Swimming Men's Plunge For Distance,men,removed,Plunge For Distance,Present in 1904 but absent in 1906.
1906,Water Polo,Water Polo Men's Water Polo,men,removed,Water Polo,Present in 1904 but absent in 1906.
1906,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest,men,removed,All-Around Dumbbell Contest,Present in 1904 but absent in 1906.
1906,Wrestling,"Wrestling Men's Bantamweight, Freestyle",men,removed,"Bantamweight, Freestyle",Present in 1904 but absent in 1906.
1906,Wrestling,"Wrestling Men's Featherweight, Freestyle",men,removed,"Featherweight, Freestyle",Present in 1904 but absent in 1906.
1906,Wrestling,"Wrestling Men's Flyweight, Freestyle",men,removed,"Flyweight, Freestyle",Present in 1904 but absent in 1906.
1906,Wrestling,"Wrestling Men's Heavyweight, Freestyle",men,removed,"Heavyweight, Freestyle",Present in 1904 but absent in 1906.
1906,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",men,removed,"Light-Flyweight, Freestyle",Present in 1904 but absent in 1906.
1906,Wrestling,"Wrestling Men's Lightweight, Freestyle",men,removed,"Lightweight, Freestyle",Present in 1904 but absent in 1906.
1906,Wrestling,"Wrestling Men's Welterweight, Freestyle",men,removed,"Welterweight, Freestyle",Present in 1904 but absent in 1906.
1908,Archery,Archery Men's Continental Style,men,added,Continental Style,Detected from adjacent Summer Games event-set comparison.
1908,Archery,Archery Men's Double York Round,men,restored,Double York Round,Detected from adjacent Summer Games event-set comparison.
1908,Archery,Archery Women's Double National Round,women,restored,Double National Round,Detected from adjacent Summer Games event-set comparison.
1908,Athletics,"Athletics Men's 1,600 metres Medley Relay",men,added,"1,600 metres Medley Relay",Detected from adjacent Summer Games event-set comparison.
1908,Athletics,Athletics Men's 10 mile Walk,men,added,10 mile Walk,Detected from adjacent Summer Games event-set comparison.
1908,Athletics,Athletics Men's 200 metres,men,restored,200 metres,Detected from adjacent Summer Games event-set comparison.
1908,Athletics,"Athletics Men's 3 mile, Team",men,added,"3 mile, Team",Detected from adjacent Summer Games event-set comparison.
1908,Athletics,"Athletics Men's 3,200 metres Steeplechase",men,added,"3,200 metres Steeplechase",Detected from adjacent Summer Games event-set comparison.
1908,Athletics,"Athletics Men's 3,500 metres Walk",men,added,"3,500 metres Walk",Detected from adjacent Summer Games event-set comparison.
1908,Athletics,Athletics Men's 400 metres Hurdles,men,restored,400 metres Hurdles,Detected from adjacent Summer Games event-set comparison.
1908,Athletics,Athletics Men's Hammer Throw,men,restored,Hammer Throw,Detected from adjacent Summer Games event-set comparison.
1908,Athletics,Athletics Men's Javelin Throw,men,added,Javelin Throw,Detected from adjacent Summer Games event-set comparison.
1908,Boxing,Boxing Men's Bantamweight,men,restored,Bantamweight,Detected from adjacent Summer Games event-set comparison.
1908,Boxing,Boxing Men's Featherweight,men,restored,Featherweight,Detected from adjacent Summer Games event-set comparison.
1908,Boxing,Boxing Men's Heavyweight,men,restored,Heavyweight,Detected from adjacent Summer Games event-set comparison.
1908,Boxing,Boxing Men's Lightweight,men,restored,Lightweight,Detected from adjacent Summer Games event-set comparison.
1908,Boxing,Boxing Men's Middleweight,men,restored,Middleweight,Detected from adjacent Summer Games event-set comparison.
1908,Cycling,Cycling Men's 100 kilometres,men,restored,100 kilometres,Detected from adjacent Summer Games event-set comparison.
1908,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",men,added,"Team Pursuit, 1,980 yards",Detected from adjacent Summer Games event-set comparison.
1908,Diving,Diving Men's Springboard,men,restored,Springboard,Detected from adjacent Summer Games event-set comparison.
1908,Figure Skating,Figure Skating Men's Singles,men,added,Singles,Detected from adjacent Summer Games event-set comparison.
